Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
P53226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	547		0	False	0.0	train
Q9P7X2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533		0	False	2.0	train
P49756	Homo sapiens	Metazoa	843		0	False	2.0	train
Q8GW43	Arabidopsis thaliana	Plants	476		0	False	0.0	train
Q8GXN9	Arabidopsis thaliana	Plants	930		0	False	0.0	train
P00319	Galdieria sulphuraria	Other	161		0	False	3.0	train
Q9H0A8	Homo sapiens	Metazoa	199		0	False	2.0	train
Q80WE4	Mus musculus	Metazoa	1774		0	False	0.0	train
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420		0	False	0.0	train
Q9CPZ1	Mus musculus	Metazoa	294		0	False	4.0	train
Q4WJ81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	754		0	False	0.0	train
Q9BY66	Homo sapiens	Metazoa	1539		0	False	1.0	train
Q86TP1	Homo sapiens	Metazoa	453		0	False	2.0	train
Q9US52	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	118		0	False	2.0	train
E9Q3G8	Mus musculus	Metazoa	1462		0	False	4.0	train
P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997		0	False	0.0	train
P06785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		0	False	2.0	train
P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	408		0	False	0.0	train
P62861	Homo sapiens	Metazoa	133		0	False	0.0	train
E7F568	Danio rerio	Metazoa	1343		0	False	1.0	train
Q96CU9	Homo sapiens	Metazoa	486		0	True	4.0	train
P79943	Xenopus laevis	Metazoa	254		0	False	4.0	train
Q9S745	Arabidopsis thaliana	Plants	541		0	False	0.0	train
P89114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	91		0	False	4.0	train
Q91ZX6	Mus musculus	Metazoa	588		0	False	3.0	train
Q9VLJ8	Drosophila melanogaster	Metazoa	453		0	False	3.0	train
P19541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	446		0	False	0.0	train
Q78T81	Mus musculus	Metazoa	392		0	False	2.0	train
Q9UL49	Homo sapiens	Metazoa	500		0	False	0.0	train
Q6NZ36	Homo sapiens	Metazoa	180		0	False	3.0	train
Q91YT0	Mus musculus	Metazoa	464		0	False	0.0	train
P53834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	2.0	train
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562		0	False	4.0	train
Q03323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	4.0	train
Q9NSN8	Homo sapiens	Metazoa	517		0	False	3.0	train
Q9CR24	Mus musculus	Metazoa	210		0	False	1.0	train
Q92643	Homo sapiens	Metazoa	395	27.0	1		3.0	train
P91745	Lucilia cuprina	Metazoa	375	20.0	1		3.0	train
Q7K6X4	Caenorhabditis elegans	Metazoa	497		0	False	3.0	train
Q9SRN4	Arabidopsis thaliana	Plants	117		0	False	3.0	train
Q923W1	Mus musculus	Metazoa	853		0	False	3.0	train
O80845	Arabidopsis thaliana	Plants	236		0	False	3.0	train
Q6NZN1	Mus musculus	Metazoa	1644		0	False	4.0	train
P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197		0	False	2.0	train
Q500U8	Arabidopsis thaliana	Plants	326		0	False	3.0	train
Q9UBF8	Homo sapiens	Metazoa	816		0	False	4.0	train
Q9Y315	Homo sapiens	Metazoa	318		0	False	1.0	train
Q8BUV3	Mus musculus	Metazoa	769		0	False	2.0	train
P29590	Homo sapiens	Metazoa	882		0	False	0.0	train
Q00312	Candida albicans	Fungi	527		0	False	1.0	train
Q94B35	Arabidopsis thaliana	Plants	466		0	False	0.0	train
Q00453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		0	False	4.0	train
P0C8G7	Pomacea canaliculata	Metazoa	286	30.0	1		2.0	train
Q5XV40	Arabidopsis thaliana	Plants	358		0	True	2.0	train
P82249	Spinacia oleracea	Plants	130		0	False	2.0	train
O94888	Homo sapiens	Metazoa	489		0	False	2.0	train
Q5B428	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	244	23.0	1		2.0	train
P38737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1868		0	False	1.0	train
Q9ZST9	Pisum sativum	Plants	252		0	False	0.0	train
Q9UK41	Homo sapiens	Metazoa	221		0	False	0.0	train
P14209	Homo sapiens	Metazoa	185	22.0	1		3.0	train
Q9LUI3	Arabidopsis thaliana	Plants	695		0	False	0.0	train
Q54ER9	Dictyostelium discoideum	Other	602		0	False	3.0	train
Q9BRS2	Homo sapiens	Metazoa	568		0	False	0.0	train
Q9ZT66	Zea mays	Plants	303	43.0	1		2.0	train
O75955	Homo sapiens	Metazoa	427		0	False	1.0	train
K7W9N9	Solanum lycopersicum	Plants	285		0	False	4.0	train
Q6TPK4	Actinidia deliciosa	Plants	116	26.0	1		4.0	train
Q9EQN3	Mus musculus	Metazoa	387		0	False	3.0	train
P39683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429		0	False	2.0	train
Q8VYL1	Arabidopsis thaliana	Plants	588		0	False	0.0	train
Q9ZUT3	Arabidopsis thaliana	Plants	273		0	True	0.0	train
Q9Z0P7	Mus musculus	Metazoa	484		0	False	0.0	train
P51593	Rattus norvegicus	Metazoa	4454		0	False	0.0	train
Q61161	Mus musculus	Metazoa	821		0	False	1.0	train
Q76BW5	Oryza sativa subsp. japonica	Plants	290	25.0	1		2.0	train
Q04430	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		0	False	2.0	train
Q8L794	Arabidopsis thaliana	Plants	478		0	False	0.0	train
Q05091	Pyrus communis	Plants	330	24.0	1		0.0	train
P24817	Momordica charantia	Plants	286	23.0	1		1.0	train
O14464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		0	False	1.0	train
Q501D5	Arabidopsis thaliana	Plants	589		0	False	4.0	train
Q86UB2	Homo sapiens	Metazoa	503		0	False	3.0	train
Q969Z3	Homo sapiens	Metazoa	335		0	False	1.0	train
D3ZK93	Rattus norvegicus	Metazoa	322		0	True	0.0	train
Q10412	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	403		0	False	1.0	train
P31334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269		0	False	4.0	train
Q12504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494		0	False	0.0	train
P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872		0	False	4.0	train
Q02100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		0	False	4.0	train
B9DFX7	Arabidopsis thaliana	Plants	883		0	False	1.0	train
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707		0	False	4.0	train
Q9LDD5	Arabidopsis thaliana	Plants	373		0	False	3.0	train
Q15477	Homo sapiens	Metazoa	1246		0	False	1.0	train
Q8NG66	Homo sapiens	Metazoa	645		0	False	2.0	train
F8VPN2	Mus musculus	Metazoa	2785		0	False	2.0	train
Q8MI01	Bos taurus	Metazoa	330	23.0	1		1.0	train
Q6UXD5	Homo sapiens	Metazoa	910	27.0	1		0.0	train
Q99679	Homo sapiens	Metazoa	349		0	True	0.0	train
Q8LLD0	Arabidopsis thaliana	Plants	1046		0	False	2.0	train
Q9P7W8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780		0	False	0.0	train
A2VEY9	Drosophila melanogaster	Metazoa	693		0	True	3.0	train
Q03246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	237		0	False	1.0	train
P09144	Chlamydomonas reinhardtii	Plants	735		0	True	1.0	train
P38801	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184		0	False	3.0	train
P16580	Gallus gallus	Metazoa	373		0	False	1.0	train
O14210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		0	False	0.0	train
Q8N4Q1	Homo sapiens	Metazoa	142		0	False	2.0	train
P0DO23	Arabidopsis thaliana	Plants	394		0	False	4.0	train
Q9D2A5	Mus musculus	Metazoa	370		0	False	3.0	train
Q6P1K2	Homo sapiens	Metazoa	205		0	False	3.0	train
O60829	Homo sapiens	Metazoa	102		0	False	2.0	train
O94301	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	339		0	False	0.0	train
Q1RNF8	Mus musculus	Metazoa	542		0	False	4.0	train
Q9NWH2	Homo sapiens	Metazoa	141		0	True	0.0	train
S8EZA7	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	534		0	True	2.0	train
Q12457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	570		0	False	3.0	train
O43739	Homo sapiens	Metazoa	400		0	False	1.0	train
Q8WV22	Homo sapiens	Metazoa	266		0	False	3.0	train
Q39161	Arabidopsis thaliana	Plants	586		0	False	1.0	train
Q6IR34	Mus musculus	Metazoa	673		0	False	3.0	train
G3XA57	Mus musculus	Metazoa	512		0	False	0.0	train
Q8NC24	Homo sapiens	Metazoa	303		0	True	1.0	train
P38848	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579		0	False	2.0	train
P38826	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435		0	False	1.0	train
Q5W7F1	Danio rerio	Metazoa	743		0	True	4.0	train
Q9YH85	Gallus gallus	Metazoa	2120	24.0	1		0.0	train
P14946	Lolium perenne	Plants	263	23.0	1		0.0	train
P11471	Chlamydomonas reinhardtii	Plants	245		0	False	4.0	train
E1BUG7	Gallus gallus	Metazoa	690		0	False	0.0	train
O14246	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508		0	False	4.0	train
Q8N0S6	Homo sapiens	Metazoa	344		0	False	0.0	train
A6QPQ5	Bos taurus	Metazoa	325		0	False	1.0	train
Q9H063	Homo sapiens	Metazoa	256		0	False	2.0	train
Q7ZT82	Danio rerio	Metazoa	382		0	False	2.0	train
Q9ZVD0	Arabidopsis thaliana	Plants	720		0	False	4.0	train
Q9P1Z0	Homo sapiens	Metazoa	1013		0	False	4.0	train
Q8NBK3	Homo sapiens	Metazoa	374	33.0	1		2.0	train
P55241	Zea mays	Plants	516		0	False	2.0	train
Q05541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		0	False	3.0	train
Q9HBE5	Homo sapiens	Metazoa	538	19.0	1		1.0	train
Q96AG3	Homo sapiens	Metazoa	418		0	False	3.0	train
P49916	Homo sapiens	Metazoa	1009		0	False	2.0	train
Q12298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		0	False	1.0	train
Q9P2Y4	Homo sapiens	Metazoa	722		0	False	0.0	train
A0A1S3PBB7	Salmo salar	Metazoa	375	23.0	1		4.0	train
Q9XIA7	Arabidopsis thaliana	Plants	54		0	True	0.0	train
Q8L719	Arabidopsis thaliana	Plants	292		0	False	3.0	train
O00483	Homo sapiens	Metazoa	81		0	True	4.0	train
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256		0	False	0.0	train
P47019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	2.0	train
Q9VFW4	Drosophila melanogaster	Metazoa	251		0	False	4.0	train
Q10NX8	Oryza sativa subsp. japonica	Plants	858	30.0	1		4.0	train
Q3SZC1	Bos taurus	Metazoa	217		0	False	0.0	train
O43557	Homo sapiens	Metazoa	240		0	True	0.0	train
Q13685	Homo sapiens	Metazoa	434		0	False	0.0	train
Q12366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		0	False	1.0	train
Q9VEN1	Drosophila melanogaster	Metazoa	2210		0	False	1.0	train
Q9WV02	Mus musculus	Metazoa	391		0	False	3.0	train
P46414	Mus musculus	Metazoa	197		0	False	1.0	train
Q86W56	Homo sapiens	Metazoa	976		0	False	0.0	train
P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792		0	False	2.0	train
P40380	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230		0	False	2.0	train
Q9NP77	Homo sapiens	Metazoa	194		0	False	3.0	train
Q9LV85	Arabidopsis thaliana	Plants	564		0	False	2.0	train
Q8NI17	Homo sapiens	Metazoa	732	19.0	1		2.0	train
Q9FX53	Arabidopsis thaliana	Plants	406		0	False	3.0	train
P17987	Homo sapiens	Metazoa	556		0	False	4.0	train
P21135	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301		0	False	3.0	train
Q9UT48	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		0	False	0.0	train
Q9U1S7	Caenorhabditis elegans	Metazoa	716		0	True	1.0	train
P91853	Caenorhabditis elegans	Metazoa	356		0	False	1.0	train
P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		0	False	4.0	train
Q708Y0	Arabidopsis thaliana	Plants	623		0	False	4.0	train
P42264	Rattus norvegicus	Metazoa	919	31.0	1		4.0	train
Q9UBK9	Homo sapiens	Metazoa	157		0	False	3.0	train
Q6P5E8	Mus musculus	Metazoa	934		0	False	0.0	train
Q96QF0	Homo sapiens	Metazoa	476		0	False	3.0	train
Q9SI64	Arabidopsis thaliana	Plants	702		0	False	0.0	train
P21228	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	821		0	False	4.0	train
Q59RL7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	853		0	False	1.0	train
P35241	Homo sapiens	Metazoa	583		0	False	2.0	train
Q01750	Rattus norvegicus	Metazoa	249		0	False	4.0	train
Q8IXI2	Homo sapiens	Metazoa	618		0	False	1.0	train
Q9VVV9	Drosophila melanogaster	Metazoa	928		0	False	3.0	train
O80832	Arabidopsis thaliana	Plants	410		0	False	1.0	train
Q9ULP9	Homo sapiens	Metazoa	559		0	False	4.0	train
Q9VQ30	Drosophila melanogaster	Metazoa	604		0	False	0.0	train
Q9P6S5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307		0	False	1.0	train
Q9UPZ3	Homo sapiens	Metazoa	1129		0	False	2.0	train
Q9Y6P5	Homo sapiens	Metazoa	492		0	False	3.0	train
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139		0	False	3.0	train
Q8TAF3	Homo sapiens	Metazoa	677		0	False	1.0	train
Q9D494	Mus musculus	Metazoa	218		0	False	4.0	train
Q96MT3	Homo sapiens	Metazoa	831		0	False	2.0	train
Q9EQ61	Mus musculus	Metazoa	584		0	False	4.0	train
Q9ASW3	Arabidopsis thaliana	Plants	471		0	False	0.0	train
P07195	Homo sapiens	Metazoa	334		0	False	3.0	train
Q7Z7C8	Homo sapiens	Metazoa	310		0	False	0.0	train
O94913	Homo sapiens	Metazoa	1555		0	False	2.0	train
Q6A0D4	Mus musculus	Metazoa	554		0	False	2.0	train
P49919	Mus musculus	Metazoa	348		0	False	2.0	train
Q9Y7Y5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	369		0	False	3.0	train
Q9US07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	662		0	False	2.0	train
Q9FIX1	Arabidopsis thaliana	Plants	172		0	False	1.0	train
Q39659	Cucumis sativus	Plants	725		0	False	0.0	train
Q99P21	Mus musculus	Metazoa	515		0	False	0.0	train
Q13501	Homo sapiens	Metazoa	440		0	False	3.0	train
Q09014	Mus musculus	Metazoa	390		0	False	2.0	train
Q56P03	Homo sapiens	Metazoa	285		0	False	1.0	train
Q8H1D3	Arabidopsis thaliana	Plants	571		0	False	3.0	train
P84090	Homo sapiens	Metazoa	104		0	False	3.0	train
Q8BJ63	Mus musculus	Metazoa	490		0	False	3.0	train
P07981	Hypocrea jecorina	Fungi	459	22.0	1		2.0	train
P34078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463		0	False	4.0	train
Q91WW3	Mus musculus	Metazoa	302		0	True	3.0	train
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		0	False	0.0	train
Q9C7S0	Arabidopsis thaliana	Plants	295		0	False	2.0	train
Q9FNB0	Arabidopsis thaliana	Plants	1381		0	False	0.0	train
Q71SY5	Homo sapiens	Metazoa	747		0	False	4.0	train
Q10422	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		0	False	1.0	train
Q5SQP1	Mus musculus	Metazoa	306		0	False	1.0	train
Q6XR72	Homo sapiens	Metazoa	485		0	True	3.0	train
Q96B49	Homo sapiens	Metazoa	74		0	False	1.0	train
Q10F03	Oryza sativa subsp. japonica	Plants	529		0	False	2.0	train
B4FUP5	Zea mays	Plants	253		0	False	4.0	train
P10174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60		0	True	1.0	train
H2L006	Caenorhabditis elegans	Metazoa	451		0	True	1.0	train
P84817	Rattus norvegicus	Metazoa	152		0	False	4.0	train
Q96NW4	Homo sapiens	Metazoa	1050		0	False	2.0	train
Q8WML4	Bos taurus	Metazoa	580	22.0	1		0.0	train
Q13049	Homo sapiens	Metazoa	653		0	False	4.0	train
G9M8X1	Nephotettix cincticeps	Metazoa	687	19.0	1		3.0	train
Q86YC2	Homo sapiens	Metazoa	1186		0	False	2.0	train
Q96SK2	Homo sapiens	Metazoa	561		0	True	1.0	train
Q54HS3	Dictyostelium discoideum	Other	1486		0	False	0.0	train
Q02888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	182		0	False	0.0	train
P00687	Mus musculus	Metazoa	511	15.0	1		1.0	train
Q8NK90	Aspergillus kawachii (strain NBRC 4308)	Fungi	628	25.0	1		0.0	train
Q9LTK0	Arabidopsis thaliana	Plants	191		0	False	3.0	train
Q5U623	Homo sapiens	Metazoa	682		0	False	4.0	train
Q1K8V2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	91		0	False	3.0	train
Q03330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	439		0	False	3.0	train
Q15078	Homo sapiens	Metazoa	307		0	False	0.0	train
Q9D3F7	Mus musculus	Metazoa	229		0	False	3.0	train
Q940H2	Arabidopsis thaliana	Plants	237		0	False	1.0	train
P02230	Chironomus thummi thummi	Metazoa	151	15.0	1		3.0	train
Q12242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671		0	False	1.0	train
Q8C4V4	Mus musculus	Metazoa	428		0	False	1.0	train
Q9NZN3	Homo sapiens	Metazoa	535		0	False	2.0	train
B9FDE0	Oryza sativa subsp. japonica	Plants	494		0	False	1.0	train
P43307	Homo sapiens	Metazoa	286	18.0	1		4.0	train
Q99929	Homo sapiens	Metazoa	193		0	False	3.0	train
Q99LW6	Mus musculus	Metazoa	179		0	False	2.0	train
Q8NDZ2	Homo sapiens	Metazoa	872		0	False	0.0	train
Q9NXW2	Homo sapiens	Metazoa	375		0	False	2.0	train
Q96P48	Homo sapiens	Metazoa	1450		0	False	2.0	train
O43396	Homo sapiens	Metazoa	289		0	False	0.0	train
I6VSD2	Capra hircus	Metazoa	224		0	True	2.0	train
P22412	Sus scrofa	Metazoa	409	16.0	1		0.0	train
O35235	Mus musculus	Metazoa	316		0	True	3.0	train
Q99MY0	Mus musculus	Metazoa	378		0	False	1.0	train
O76616	Caenorhabditis elegans	Metazoa	307		0	False	1.0	train
P40528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		0	False	3.0	train
Q9UI40	Homo sapiens	Metazoa	661		0	True	0.0	train
Q75NZ0	Pisum sativum	Plants	685		0	False	4.0	train
P25583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335		0	False	0.0	train
Q10571	Homo sapiens	Metazoa	1320		0	False	3.0	train
Q8N6C8	Homo sapiens	Metazoa	439	23.0	1		3.0	train
Q9QYH7	Rattus norvegicus	Metazoa	117	23.0	1		1.0	train
Q8BJA3	Mus musculus	Metazoa	419		0	False	4.0	train
Q653V7	Oryza sativa subsp. japonica	Plants	885	33.0	1		4.0	train
P48819	Sus scrofa	Metazoa	459	19.0	1		2.0	train
O22152	Arabidopsis thaliana	Plants	229		0	False	2.0	train
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492		0	False	3.0	train
P33749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		0	False	3.0	train
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489		0	True	1.0	train
Q07938	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		0	False	2.0	train
O80775	Arabidopsis thaliana	Plants	353		0	False	0.0	train
Q8NFG4	Homo sapiens	Metazoa	579		0	False	3.0	train
P40491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	0.0	train
P56378	Homo sapiens	Metazoa	58		0	True	3.0	train
Q9LD83	Arabidopsis thaliana	Plants	556		0	False	0.0	train
Q9LY66	Arabidopsis thaliana	Plants	346		0	False	2.0	train
Q7TQP3	Mus musculus	Metazoa	335		0	True	4.0	train
Q09XV5	Mus musculus	Metazoa	2582		0	False	3.0	train
Q60610	Mus musculus	Metazoa	1591		0	False	3.0	train
Q5MIZ7	Homo sapiens	Metazoa	849		0	False	3.0	train
Q6UXN9	Homo sapiens	Metazoa	313		0	False	4.0	train
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		0	False	3.0	train
Q8K585	Rattus norvegicus	Metazoa	107		0	False	3.0	train
Q9UKN8	Homo sapiens	Metazoa	822		0	False	3.0	train
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	False	2.0	train
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		0	False	2.0	train
F4ITM1	Arabidopsis thaliana	Plants	398		0	False	0.0	train
O74469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133		0	False	3.0	train
Q9LES2	Arabidopsis thaliana	Plants	478		0	False	4.0	train
Q8IXH6	Homo sapiens	Metazoa	220		0	False	3.0	train
O94603	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	948		0	False	3.0	train
Q7M2P1	Sus scrofa	Metazoa	76		0	False	2.0	train
O49629	Arabidopsis thaliana	Plants	310		0	False	4.0	train
Q96QE5	Homo sapiens	Metazoa	360		0	False	2.0	train
Q15004	Homo sapiens	Metazoa	111		0	False	0.0	train
Q9LS02	Arabidopsis thaliana	Plants	253		0	False	3.0	train
Q9ZWA1	Arabidopsis thaliana	Plants	393		0	False	3.0	train
Q99LC3	Mus musculus	Metazoa	355		0	False	3.0	train
Q9V9V9	Drosophila melanogaster	Metazoa	200		0	False	2.0	train
Q9VEB4	Drosophila melanogaster	Metazoa	560		0	False	0.0	train
Q96RK1	Homo sapiens	Metazoa	184		0	False	0.0	train
Q96T23	Homo sapiens	Metazoa	1441		0	False	4.0	train
Q9VLD6	Drosophila melanogaster	Metazoa	315		0	False	1.0	train
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		0	False	0.0	train
Q65ZG8	Caenorhabditis elegans	Metazoa	597		0	False	2.0	train
P83267	Hydrolagus colliei	Metazoa	48		0	False	3.0	train
Q96DB2	Homo sapiens	Metazoa	347		0	False	2.0	train
Q99NI4	Rattus norvegicus	Metazoa	396		0	False	4.0	train
Q01532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483		0	False	2.0	train
Q7Y1W1	Arabidopsis thaliana	Plants	527		0	False	0.0	train
Q06184	Euplotes crassus	Other	446		0	False	1.0	train
Q9Y448	Homo sapiens	Metazoa	316		0	False	4.0	train
Q8BKY8	Mus musculus	Metazoa	385		0	False	4.0	train
Q9W2H9	Drosophila melanogaster	Metazoa	541		0	False	0.0	train
Q02040	Homo sapiens	Metazoa	695		0	False	0.0	train
P56975	Homo sapiens	Metazoa	720		0	False	2.0	train
Q8K3G9	Mus musculus	Metazoa	662		0	False	0.0	train
O65680	Arabidopsis thaliana	Plants	279		0	False	3.0	train
Q9M2V1	Arabidopsis thaliana	Plants	405		0	False	0.0	train
P33307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960		0	False	0.0	train
Q84JZ6	Arabidopsis thaliana	Plants	244		0	False	0.0	train
Q9CQ86	Mus musculus	Metazoa	115		0	False	1.0	train
P30419	Homo sapiens	Metazoa	496		0	False	1.0	train
Q18425	Caenorhabditis elegans	Metazoa	473		0	False	2.0	train
P38786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	4.0	train
Q8VZ20	Arabidopsis thaliana	Plants	314		0	False	4.0	train
P29007	Bombina orientalis	Metazoa	155	31.0	1		2.0	train
O60674	Homo sapiens	Metazoa	1132		0	False	2.0	train
Q5QGS0	Homo sapiens	Metazoa	1516		0	False	4.0	train
O97965	Ovis aries	Metazoa	110		0	False	0.0	train
Q9H2S6	Homo sapiens	Metazoa	317		0	True	4.0	train
P58334	Mus musculus	Metazoa	251		0	False	4.0	train
Q58DQ5	Bos taurus	Metazoa	396		0	False	4.0	train
A0FGR9	Homo sapiens	Metazoa	886		0	True	0.0	train
Q01064	Homo sapiens	Metazoa	536		0	False	0.0	train
Q03898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		0	False	2.0	train
Q32P44	Homo sapiens	Metazoa	896		0	False	1.0	train
Q8LBM2	Arabidopsis thaliana	Plants	131		0	False	1.0	train
O48847	Arabidopsis thaliana	Plants	787		0	False	4.0	train
P38632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267		0	False	4.0	train
Q02764	Nicotiana tabacum	Plants	187		0	False	3.0	train
Q8S1D9	Oryza sativa subsp. japonica	Plants	435		0	False	0.0	train
Q8K4J6	Mus musculus	Metazoa	964		0	False	1.0	train
O95900	Homo sapiens	Metazoa	331		0	False	2.0	train
Q6P9B9	Homo sapiens	Metazoa	1019		0	False	1.0	train
Q7SH52	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1168		0	False	1.0	train
Q13495	Homo sapiens	Metazoa	774		0	False	1.0	train
P20160	Homo sapiens	Metazoa	251	19.0	1		2.0	train
Q969P0	Homo sapiens	Metazoa	613	27.0	1		2.0	train
O70280	Rattus norvegicus	Metazoa	212	26.0	1		1.0	train
P53881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		0	False	3.0	train
